accession	number_samples	species	abstract	rse_gene	rse_exon	counts_gene	counts_exon	phenotype	genes	exons	files_info
<a href="http://trace.ncbi.nlm.nih.gov/Traces/sra/?study=ERP005301">ERP005301</a>	8	human	Investigating the response of long non-coding RNA expression to LPS stimulation in human monocytes.  This experiment is related to the microarray study E-MTAB-2408.	<a href="http://duffel.rail.bio/recount/ERP005301/rse_gene.Rdata">link</a>	<a href="http://duffel.rail.bio/recount/ERP005301/rse_exon.Rdata">link</a>	<a href="http://duffel.rail.bio/recount/ERP005301/counts_gene.tsv.gz">link</a>	<a href="http://duffel.rail.bio/recount/ERP005301/counts_exon.tsv.gz">link</a>	<a href="http://duffel.rail.bio/recount/ERP005301/ERP005301.tsv">link</a>	<a href="https://lcolladotor.shinyapps.io/recount/ucsc-knowngene-hg38-genes-bp-length.Rdata">link</a>	<a href="https://lcolladotor.shinyapps.io/recount/ucsc-knowngene-hg38-exons.Rdata">link</a>	<a href="http://duffel.rail.bio/recount/ERP005301/files_info.tsv">link</a>
<a href="http://trace.ncbi.nlm.nih.gov/Traces/sra/?study=ERP005426">ERP005426</a>	6	human	RNA-seq analysis of poly-A RNA from untreated U2OS cells, and from U2OS cells exposed to heat stress (43 C) for 4 hours	<a href="http://duffel.rail.bio/recount/ERP005426/rse_gene.Rdata">link</a>	<a href="http://duffel.rail.bio/recount/ERP005426/rse_exon.Rdata">link</a>	<a href="http://duffel.rail.bio/recount/ERP005426/counts_gene.tsv.gz">link</a>	<a href="http://duffel.rail.bio/recount/ERP005426/counts_exon.tsv.gz">link</a>	<a href="http://duffel.rail.bio/recount/ERP005426/ERP005426.tsv">link</a>	<a href="https://lcolladotor.shinyapps.io/recount/ucsc-knowngene-hg38-genes-bp-length.Rdata">link</a>	<a href="https://lcolladotor.shinyapps.io/recount/ucsc-knowngene-hg38-exons.Rdata">link</a>	<a href="http://duffel.rail.bio/recount/ERP005426/files_info.tsv">link</a>
<a href="http://trace.ncbi.nlm.nih.gov/Traces/sra/?study=ERP005583">ERP005583</a>	4	human	Overexpression of the transcription factor RHOXF2 in the HEK293_M2 cells confers resistance to several DNA damaging agents. To understand that resistance mechanism, we cultured HEK293_M2 with or without overexpression of RHOXF2 in the presence of 40nM of mitomycin C or DMSO (control) and profiled their transcriptional response by RNA-seq.	<a href="http://duffel.rail.bio/recount/ERP005583/rse_gene.Rdata">link</a>	<a href="http://duffel.rail.bio/recount/ERP005583/rse_exon.Rdata">link</a>	<a href="http://duffel.rail.bio/recount/ERP005583/counts_gene.tsv.gz">link</a>	<a href="http://duffel.rail.bio/recount/ERP005583/counts_exon.tsv.gz">link</a>	<a href="http://duffel.rail.bio/recount/ERP005583/ERP005583.tsv">link</a>	<a href="https://lcolladotor.shinyapps.io/recount/ucsc-knowngene-hg38-genes-bp-length.Rdata">link</a>	<a href="https://lcolladotor.shinyapps.io/recount/ucsc-knowngene-hg38-exons.Rdata">link</a>	<a href="http://duffel.rail.bio/recount/ERP005583/files_info.tsv">link</a>
<a href="http://trace.ncbi.nlm.nih.gov/Traces/sra/?study=ERP005641">ERP005641</a>	256	human	The zygote and blastomeres of a cleavage stage mouse embryo have the capacity to differentiate to all lineages in the embryo proper and extraembryonic tissues and are considered totipotent. Mouse ESCs can differentiate to embryonic lineages but have restricted potential to trophoblasts. We report here that cultures of a new type of stem cells with expanded potential (EPSCs) can be established from in vitro cultured mouse preimplantation embryos and individual blastomeres, from directly converting mouse ESCs, or from genetically reprogramming somatic cells. EPSCs differentiate to trophoblasts in vitro, and a single EPSC contributes in chimeras to both extraembryonic lineages including the placenta trophoblasts and the embryo proper. Molecular analyses reveal that EPSCs express core pluripotency factors similar to ESCs, but have enriched signature of preimplantation blastomeres. The data described here suggest that similar cell lines from other mammalian species might also be established in culture and stably maintained.	<a href="http://duffel.rail.bio/recount/ERP005641/rse_gene.Rdata">link</a>	<a href="http://duffel.rail.bio/recount/ERP005641/rse_exon.Rdata">link</a>	<a href="http://duffel.rail.bio/recount/ERP005641/counts_gene.tsv.gz">link</a>	<a href="http://duffel.rail.bio/recount/ERP005641/counts_exon.tsv.gz">link</a>	<a href="http://duffel.rail.bio/recount/ERP005641/ERP005641.tsv">link</a>	<a href="https://lcolladotor.shinyapps.io/recount/ucsc-knowngene-hg38-genes-bp-length.Rdata">link</a>	<a href="https://lcolladotor.shinyapps.io/recount/ucsc-knowngene-hg38-exons.Rdata">link</a>	<a href="http://duffel.rail.bio/recount/ERP005641/files_info.tsv">link</a>
<a href="http://trace.ncbi.nlm.nih.gov/Traces/sra/?study=ERP005953">ERP005953</a>	18	human	Brown adipose tissue (BAT) evolved in mammals as a natural defence system against hypothermia and obesity. While existence of BAT in adult humans has been recently appreciated, its cellular origin and molecular identity remain elusive due in large to high cellular heterogeneity within adipose tissues.  Here we isolated clonal adipocytes from adult human BAT as well as WAT (control) and critically analyzed their transcriptome to identify bona fide BAT markers and its new functions.	<a href="http://duffel.rail.bio/recount/ERP005953/rse_gene.Rdata">link</a>	<a href="http://duffel.rail.bio/recount/ERP005953/rse_exon.Rdata">link</a>	<a href="http://duffel.rail.bio/recount/ERP005953/counts_gene.tsv.gz">link</a>	<a href="http://duffel.rail.bio/recount/ERP005953/counts_exon.tsv.gz">link</a>	<a href="http://duffel.rail.bio/recount/ERP005953/ERP005953.tsv">link</a>	<a href="https://lcolladotor.shinyapps.io/recount/ucsc-knowngene-hg38-genes-bp-length.Rdata">link</a>	<a href="https://lcolladotor.shinyapps.io/recount/ucsc-knowngene-hg38-exons.Rdata">link</a>	<a href="http://duffel.rail.bio/recount/ERP005953/files_info.tsv">link</a>
<a href="http://trace.ncbi.nlm.nih.gov/Traces/sra/?study=ERP006028">ERP006028</a>	8	human	SLC35F2 was identified as a transporter of DNA damage inducing agent YM155. We then did a comparative transcriptomics experiment comparing wild-type and SLC35F2 knock-out KBM7 cells.	<a href="http://duffel.rail.bio/recount/ERP006028/rse_gene.Rdata">link</a>	<a href="http://duffel.rail.bio/recount/ERP006028/rse_exon.Rdata">link</a>	<a href="http://duffel.rail.bio/recount/ERP006028/counts_gene.tsv.gz">link</a>	<a href="http://duffel.rail.bio/recount/ERP006028/counts_exon.tsv.gz">link</a>	<a href="http://duffel.rail.bio/recount/ERP006028/ERP006028.tsv">link</a>	<a href="https://lcolladotor.shinyapps.io/recount/ucsc-knowngene-hg38-genes-bp-length.Rdata">link</a>	<a href="https://lcolladotor.shinyapps.io/recount/ucsc-knowngene-hg38-exons.Rdata">link</a>	<a href="http://duffel.rail.bio/recount/ERP006028/files_info.tsv">link</a>
<a href="http://trace.ncbi.nlm.nih.gov/Traces/sra/?study=ERP006077">ERP006077</a>	85	human	Background: Genomic analyses of hundreds of prostate tumors have defined a diverse landscape of mutations and genome rearrangements, but the transcriptomic effect of this complexity is less well understood, particularly at the individual tumor level. We selected a cohort of 25 high-risk prostate tumors, representing the lethal phenotype, and applied deep RNA-sequencing and matched whole genome sequencing, followed by detailed molecular characterization.   Results: Ten tumors were exposed to neo-adjuvant hormone therapy and expressed marked evidence of therapy response in all except one extreme case, which demonstrated early resistance via apparent neuroendocrine transdifferentiation. We observe high inter-tumor heterogeneity, including unique sets of outlier transcripts in each tumor. Interestingly, outlier expression converged on druggable cellular pathways associated with cell cycle progression, translational control or immune regulation, suggesting distinct contemporary pathway affinity and a mechanism of tumor stratification. We characterize hundreds of novel fusion transcripts, including a high frequency of ETS fusions associated with complex genome rearrangements and the disruption of tumor suppressors. Remarkably, several tumors express unique but potentially-oncogenic non-ETS fusions, which may contribute to the phenotype of individual tumors, and have significance for disease progression. Finally, one ETS-negative tumor has a striking tandem duplication genotype which appears to be highly aggressive and present at low recurrence in ETS-negative prostate cancer, suggestive of a novel molecular subtype.   Conclusions: The multitude of rare genomic and transcriptomic events detected in a high-risk tumors cohort offer novel opportunities for personalized oncology and their convergence on key pathways and functions has broad implications for precision medicine.	<a href="http://duffel.rail.bio/recount/ERP006077/rse_gene.Rdata">link</a>	<a href="http://duffel.rail.bio/recount/ERP006077/rse_exon.Rdata">link</a>	<a href="http://duffel.rail.bio/recount/ERP006077/counts_gene.tsv.gz">link</a>	<a href="http://duffel.rail.bio/recount/ERP006077/counts_exon.tsv.gz">link</a>	<a href="http://duffel.rail.bio/recount/ERP006077/ERP006077.tsv">link</a>	<a href="https://lcolladotor.shinyapps.io/recount/ucsc-knowngene-hg38-genes-bp-length.Rdata">link</a>	<a href="https://lcolladotor.shinyapps.io/recount/ucsc-knowngene-hg38-exons.Rdata">link</a>	<a href="http://duffel.rail.bio/recount/ERP006077/files_info.tsv">link</a>
<a href="http://trace.ncbi.nlm.nih.gov/Traces/sra/?study=ERP006097">ERP006097</a>	2	human	We infected the human macrophage-like cell line THP-1 with the attenuated M. tuberculosis surrogate M. bovis Bacillus Calmette–Guérin (M. bovis BCG). We employed microbial enrichment combined with specific ribosomal RNA depletion to simultaneously analyze the transcriptional responses of host and pathogen during infection by dual RNA sequencing.	<a href="http://duffel.rail.bio/recount/ERP006097/rse_gene.Rdata">link</a>	<a href="http://duffel.rail.bio/recount/ERP006097/rse_exon.Rdata">link</a>	<a href="http://duffel.rail.bio/recount/ERP006097/counts_gene.tsv.gz">link</a>	<a href="http://duffel.rail.bio/recount/ERP006097/counts_exon.tsv.gz">link</a>	<a href="http://duffel.rail.bio/recount/ERP006097/ERP006097.tsv">link</a>	<a href="https://lcolladotor.shinyapps.io/recount/ucsc-knowngene-hg38-genes-bp-length.Rdata">link</a>	<a href="https://lcolladotor.shinyapps.io/recount/ucsc-knowngene-hg38-exons.Rdata">link</a>	<a href="http://duffel.rail.bio/recount/ERP006097/files_info.tsv">link</a>
<a href="http://trace.ncbi.nlm.nih.gov/Traces/sra/?study=ERP006185">ERP006185</a>	12	human	The effect of the GSK3 inhibitor Azakenpaullone (Azak) and the differentiation agent retinoic acid (RA) was studied in low and high MYCN levels in the MYCN inducible neuroblastoma cell line SH-SY5Y/6TR(EU)/pTrex-Dest-30/MYCN (SY5Y-MYCN).  Azak was dissolved in DMSO in order to apply it to the cells. Therefore a vehicle control consisting of SY5Y-MYCN cells treated with 24h 1µl/ml DMSO only was used in duplicates. Doxycycline (Sigma) dissolved in water was used at a final concentration of 1µg/ml to induce MYCN expression in SY5Y-MYCN. A co-treatment study with Dox and Azak was conducted. SY5Y-MYCN cells were treated with 24h Azak, 24h Azak & 48h Dox and 48h Dox, with biological duplicates. 1 µM RA (dissolved in DMSO) and 1 µg/mL Doxycycline were given individually and in combination. SY5Y-MYCN cells were treated with 24h RA, 24h RA & 48h Dox, and 48h Dox and RNA was extracted in biological duplicates. For the 24h RA & 48h Dox co-treatment cells were treated with Dox for 24h and then with RA and fresh Dox for a further 24h.	<a href="http://duffel.rail.bio/recount/ERP006185/rse_gene.Rdata">link</a>	<a href="http://duffel.rail.bio/recount/ERP006185/rse_exon.Rdata">link</a>	<a href="http://duffel.rail.bio/recount/ERP006185/counts_gene.tsv.gz">link</a>	<a href="http://duffel.rail.bio/recount/ERP006185/counts_exon.tsv.gz">link</a>	<a href="http://duffel.rail.bio/recount/ERP006185/ERP006185.tsv">link</a>	<a href="https://lcolladotor.shinyapps.io/recount/ucsc-knowngene-hg38-genes-bp-length.Rdata">link</a>	<a href="https://lcolladotor.shinyapps.io/recount/ucsc-knowngene-hg38-exons.Rdata">link</a>	<a href="http://duffel.rail.bio/recount/ERP006185/files_info.tsv">link</a>
<a href="http://trace.ncbi.nlm.nih.gov/Traces/sra/?study=ERP006200">ERP006200</a>	16	human	RNA-Seq data of U2AF1 isoform depletion experiments.	<a href="http://duffel.rail.bio/recount/ERP006200/rse_gene.Rdata">link</a>	<a href="http://duffel.rail.bio/recount/ERP006200/rse_exon.Rdata">link</a>	<a href="http://duffel.rail.bio/recount/ERP006200/counts_gene.tsv.gz">link</a>	<a href="http://duffel.rail.bio/recount/ERP006200/counts_exon.tsv.gz">link</a>	<a href="http://duffel.rail.bio/recount/ERP006200/ERP006200.tsv">link</a>	<a href="https://lcolladotor.shinyapps.io/recount/ucsc-knowngene-hg38-genes-bp-length.Rdata">link</a>	<a href="https://lcolladotor.shinyapps.io/recount/ucsc-knowngene-hg38-exons.Rdata">link</a>	<a href="http://duffel.rail.bio/recount/ERP006200/files_info.tsv">link</a>
<a href="http://trace.ncbi.nlm.nih.gov/Traces/sra/?study=ERP006215">ERP006215</a>	35	human	We are generating macrophage and intestinal organoids from primary mouse and human tissues or induced pluripotent stem cells (iPSCs), these macrophages and organoids are challenged with live or dead pathogens/pathogen components in combination with various immune regulatory cytokines and growth factors.	<a href="http://duffel.rail.bio/recount/ERP006215/rse_gene.Rdata">link</a>	<a href="http://duffel.rail.bio/recount/ERP006215/rse_exon.Rdata">link</a>	<a href="http://duffel.rail.bio/recount/ERP006215/counts_gene.tsv.gz">link</a>	<a href="http://duffel.rail.bio/recount/ERP006215/counts_exon.tsv.gz">link</a>	<a href="http://duffel.rail.bio/recount/ERP006215/ERP006215.tsv">link</a>	<a href="https://lcolladotor.shinyapps.io/recount/ucsc-knowngene-hg38-genes-bp-length.Rdata">link</a>	<a href="https://lcolladotor.shinyapps.io/recount/ucsc-knowngene-hg38-exons.Rdata">link</a>	<a href="http://duffel.rail.bio/recount/ERP006215/files_info.tsv">link</a>
<a href="http://trace.ncbi.nlm.nih.gov/Traces/sra/?study=ERP006216">ERP006216</a>	35	human	In this study, we aim to perform gene expression profiling of undifferentiated human pluripotent stem cells (hIPSC)  and macrophages and their progenitors derived from hIPSC.  The aims of the experiment is to identify a set of genes uniquely expressed in hIPSC but not in hIPSC derived monocytes/macrophages (hIPSdM) and define them as "stemness" genes. We will also identify genes upregulated in hIPSC-derived monocytes/macrophages but not hIPSC to provide insights into the regulatory switches of hIPSC differentiation.  We established protocols to generate monocytes and macrophages from hIPSC CRL1 line in vitro. Briefly,  hIPSC were grown in bacteriological dishes in the presence of hIPSC base medium to generate embryoid bodies (EBs). Subsequently, EBs were transferred to gelatinized tissue culture dish in medium supplemented with M-CSF and IL-3. Supernatants containing macrophage progenitors were collected, spun down and plated onto bacteriological dishes  to differentiate into macrophages. Two or three biological replicates of undifferentiated hIPSCs, macrophage progenitors and macrophages were collected and their RNA were isolated via the Qiagen RNA Isolation Kit. The RNA were treated with RNAse free DNase and eluted in RNase-free water. THe RNA integrity (RIN >8) were obtained for all samples by Agilent 2100 Bioanalyzer. We aim to sequence 5GBp per replicate per lane on an Illumina platform.	<a href="http://duffel.rail.bio/recount/ERP006216/rse_gene.Rdata">link</a>	<a href="http://duffel.rail.bio/recount/ERP006216/rse_exon.Rdata">link</a>	<a href="http://duffel.rail.bio/recount/ERP006216/counts_gene.tsv.gz">link</a>	<a href="http://duffel.rail.bio/recount/ERP006216/counts_exon.tsv.gz">link</a>	<a href="http://duffel.rail.bio/recount/ERP006216/ERP006216.tsv">link</a>	<a href="https://lcolladotor.shinyapps.io/recount/ucsc-knowngene-hg38-genes-bp-length.Rdata">link</a>	<a href="https://lcolladotor.shinyapps.io/recount/ucsc-knowngene-hg38-exons.Rdata">link</a>	<a href="http://duffel.rail.bio/recount/ERP006216/files_info.tsv">link</a>
