sample	submission date	publication date	last update	title	ids	attributes
SRS281641	2011-12-05T14:35:05.293	2011-12-05T14:35:05.810	2014-08-27T04:18:16.743	CSHL_RnaSeq_K562_cell_total	NA	source_name:K562;biomaterial_provider:ATCC;datatype:RnaSeq;datatype description:Sequencing analysis of RNA expression;rnaextract:total;rnaextract description:Total RNA extract (longer than 200 nt);biorep:gen0131WC,gen0132WC;labexpid:crg-45,crg-53;replicate:1,2;cell karyotype:cancer;cell lineage:mesoderm;cell sex:F;localization:cell;localization description:Whole cell;rnaextract:total;rnaextract description:Total RNA extract (longer than 200 nt);biorep:gen0131WC;labexpid:crg-45;replicate:1;replicate description:tier 1
SRS281642	2011-12-05T14:35:05.343	2011-12-05T14:35:05.810	2014-08-27T04:18:17.270	CSHL_RnaSeq_K562_cytosol_longPolyA	NA	source_name:K562;biomaterial_provider:ATCC;datatype:RnaSeq;datatype description:Sequencing analysis of RNA expression;rnaextract:longPolyA;rnaextract description:Poly(A)+ RNA longer than 200 nt;biorep:001C,002C,002C,001C;labexpid:LID8465,LID8466,LID8466,LID8465;labversion:iIDR;readtype:2x76D;readtype description:Paired 76 nt directed reads;replicate:1,2;spikeinpool:Nist14;localization description:The fluid between the cells outer membrane and the nucleus;rnaextract:longPolyA;rnaextract description:Poly(A)+ RNA longer than 200 nt;biorep:001C;labexpid:LID8465;readtype:2x76D;readtype description:Paired 76 n.t. directed reads;replicate:1;replicate description:tier 1
SRS281643	2011-12-05T14:35:05.373	2011-12-05T14:35:05.810	2014-08-27T04:18:17.820	CSHL_RnaSeq_GM12878_cell_total	NA	source_name:GM12878;biomaterial_provider:Coriell;datatype:RnaSeq;datatype description:Sequencing analysis of RNA expression;cell description:B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus;rnaextract:total;rnaextract description:Total RNA extract (longer than 200 nt);biorep:gen0102WC,gen0103WC;labexpid:crg-12,crg-7;replicate:1,2;cell lineage:mesoderm;cell sex:F;localization:cell;localization description:Whole cell;rnaextract:total;rnaextract description:Total RNA extract (longer than 200 nt);biorep:gen0102WC;labexpid:crg-7;replicate:1;replicate description:tier 1
SRS281685	2011-12-05T15:40:03.870	2011-12-07T09:29:59.890	2014-08-27T04:18:20.530	K562 cells with shRNA targeting SRF gene cultured with no doxycycline (uninduced - UI), rep1.	NA	source_name:SL2933;cells:K562;shRNA expression:no;treatment:Puromycin
SRS281686	2011-12-05T15:40:03.897	2011-12-07T09:29:59.890	2014-08-27T04:18:21.053	K562 cells with shRNA targeting SRF gene cultured with doxycycline for 48 hours (48 hr), rep1.	NA	source_name:SL2934;cells:K562;shRNA expression:yes, targeting SRF;treatment:Puromycin, doxycycline
SRS281687	2011-12-05T15:40:03.910	2011-12-07T09:29:59.890	2014-08-27T04:18:21.800	K562 cells with shRNA targeting SRF gene cultured with no doxycycline (uninduced - UI), rep2.	NA	source_name:SL5265;cells:K562;shRNA expression:no;treatment:Puromycin
SRS281688	2011-12-05T15:40:03.923	2011-12-07T09:29:59.890	2014-08-27T04:18:22.320	K562 cells with shRNA targeting SRF gene cultured with doxycycline for 48 hours (48 hr), rep2.	NA	source_name:SL3141;cells:K562;shRNA expression:yes targeting SRF;treatment:Puromycin, doxycycline
SRS281927	2011-12-08T12:13:04.530	2011-12-08T12:13:05.353	2014-03-06T14:47:57.615	u87_adar_ctrl	GSM693746	source_name:Glioblastoma;cell line:U87MG;treatment:control siRNA
SRS281928	2011-12-08T12:13:04.733	2011-12-08T12:13:05.353	2014-03-06T14:47:57.654	u87_adar_kd	GSM693747	source_name:Glioblastoma;cell line:U87MG;treatment:ADAR1 siRNA
SRS282304	2011-12-12T12:31:49.637	2011-12-12T13:29:44.640	2014-03-06T14:48:04.252	RNA-seq Non-induced Replicate 1	GSM847878	source_name:Lung cancer cell line;protocol:Non-induced;cell line:A549;experiment type:RNA-seq
SRS282305	2011-12-12T12:31:49.650	2011-12-12T13:29:44.640	2014-03-06T14:48:04.285	RNA-seq Non-induced Replicate 2	GSM847879	source_name:Lung cancer cell line;protocol:Non-induced;cell line:A549;experiment type:RNA-seq
SRS282306	2011-12-12T12:31:49.663	2011-12-12T13:29:44.640	2014-03-06T14:48:04.316	RNA-seq Induced Replicate 1	GSM847880	source_name:Lung cancer cell line;protocol:Induced;cell line:A549;experiment type:RNA-seq
SRS282307	2011-12-12T12:31:49.677	2011-12-12T13:29:44.640	2014-03-06T14:48:04.354	RNA-seq Induced Replicate 2	GSM847881	source_name:Lung cancer cell line;protocol:Induced;cell line:A549;experiment type:RNA-seq
SRS282308	2011-12-12T12:31:49.690	2011-12-12T13:29:44.640	2014-03-06T14:48:04.396	RNA-seq Induced and PA-treated Replicate 1	GSM847882	source_name:Lung cancer cell line;protocol:Induced and PA-treated;cell line:A549;experiment type:RNA-seq
SRS282309	2011-12-12T12:31:49.703	2011-12-12T13:29:44.640	2014-03-06T14:48:04.427	RNA-seq Induced and PA-treated Replicate 2	GSM847883	source_name:Lung cancer cell line;protocol:Induced and PA-treated;cell line:A549;experiment type:RNA-seq
SRS282310	2011-12-12T12:31:49.717	2011-12-12T13:29:44.640	2014-03-06T14:48:04.459	RNA-seq Induced and PS1145-treated Replicate 1	GSM847884	source_name:Lung cancer cell line;protocol:Induced and PS1145-treated;cell line:A549;experiment type:RNA-seq
SRS282311	2011-12-12T12:31:49.730	2011-12-12T13:29:44.640	2014-03-06T14:48:04.497	RNA-seq Induced and PS1145-treated Replicate 2	GSM847885	source_name:Lung cancer cell line;protocol:Induced and PS1145-treated;cell line:A549;experiment type:RNA-seq
SRS282369	2011-12-13T11:26:05.720	2011-12-13T11:26:06.663	2014-08-27T04:22:14.857	K562 cells with shRNA targeting EGR1 gene cultured with no doxycycline (uninduced - UI), rep1.	NA	source_name:SL1584;cell line:K562;shRNA expression:no shRNA expression;treatment:Puromycin
SRS282370	2011-12-13T11:26:05.760	2011-12-13T11:26:06.663	2014-08-27T04:22:15.227	K562 cells with shRNA targeting EGR1 gene cultured with doxycycline for 72 hours (72 hr), rep1.	NA	source_name:SL1583;cell line:K562;shRNA expression:expressing shRNA targeting EGR1;treatment:Puromycin, doxycycline
SRS282371	2011-12-13T11:26:05.770	2011-12-13T11:26:06.663	2014-08-27T04:22:15.583	K562 cells with shRNA targeting EGR1 gene cultured with no doxycycline (uninduced - UI), rep2.	NA	source_name:SL6485;cell line:K562;shRNA expression:no shRNA expression;treatment:Puromycin
SRS282372	2011-12-13T11:26:05.787	2011-12-13T11:26:06.663	2014-08-27T04:22:15.933	K562 cells with shRNA targeting EGR1 gene cultured with doxycycline for 72 hours (72 hr), rep2.	NA	source_name:SL4486;cell line:K562;shRNA expression:expressing shRNA targeting EGR1;treatment:Puromycin, doxycycline
SRS282373	2011-12-13T11:26:05.800	2011-12-13T11:26:06.663	2014-08-27T04:22:16.290	K562 cells with shRNA targeting ATF3 gene cultured with no doxycycline (uninduced - UI), rep1.	NA	source_name:SL2585;cell line:K562;shRNA expression:no shRNA expression;treatment:Puromycin
SRS282374	2011-12-13T11:26:05.817	2011-12-13T11:26:06.663	2014-08-27T04:22:16.647	K562 cells with shRNA targeting ATF3 gene cultured with doxycycline for 24 hours (24 hr), rep1.	NA	source_name:SL2592;cell line:K562;shRNA expression:expressing shRNA targeting ATF3;treatment:Puromycin, doxycycline
SRS282375	2011-12-13T11:26:05.830	2011-12-13T11:26:06.663	2014-08-27T04:22:17.037	K562 cells with shRNA targeting ATF3 gene cultured with no doxycycline (uninduced - UI), rep2.	NA	source_name:SL4337;cell line:K562;shRNA expression:no shRNA expression;treatment:Puromycin
SRS282376	2011-12-13T11:26:05.847	2011-12-13T11:26:06.663	2014-08-27T04:22:17.473	K562 cells with shRNA targeting ATF3 gene cultured with doxycycline for 24 hours (24 hr), rep2.	NA	source_name:SL4326;cell line:K562;shRNA expression:expressing shRNA targeting ATF3;treatment:Puromycin, doxycycline
SRS282464	2011-12-15T00:19:49.900	2013-02-06T16:05:21.257	2013-06-12T09:10:28.723	p1.D	p1.D	NA
SRS282465	2011-12-15T00:20:37.417	2013-02-06T16:05:21.730	2013-06-12T09:10:45.570	p1.D	p1.R	NA
SRS282470	2011-12-15T00:22:16.580	2013-02-06T16:05:21.990	2013-06-12T09:10:45.630	p9.D	p9.D	NA
SRS282471	2011-12-15T00:22:48.963	2013-02-06T16:05:22.043	2013-06-12T09:10:28.807	p9.R	p9.R	NA
SRS282472	2011-12-15T00:23:03.810	2013-02-06T16:05:22.097	2013-06-12T09:10:45.690	p4.D	p4.D	NA
SRS282473	2011-12-15T00:23:18.487	2013-02-06T16:05:22.133	2013-06-12T09:10:28.870	p4.R	p4.R	NA
SRS282474	2011-12-15T00:23:38.160	2013-02-06T16:05:22.183	2013-06-12T09:13:12.890	748280D	p5.D	NA
SRS282475	2011-12-15T00:23:52.360	2013-02-06T16:05:22.240	2013-06-12T09:13:12.953	748280R	p5.R	NA
SRS282476	2011-12-15T00:24:05.013	2013-02-06T16:05:22.300	2013-06-12T09:13:13.013	751351D	p10.D	NA
SRS282477	2011-12-15T00:24:20.113	2013-02-06T16:05:22.350	2013-06-12T09:13:13.080	p10.R	p10.R	NA
SRS282482	2011-12-15T00:25:36.140	2013-02-06T16:05:22.537	2013-06-12T09:10:48.420	p8.D	p8.D	NA
SRS282483	2011-12-15T00:25:52.390	2013-02-06T16:05:22.583	2013-06-12T09:12:27.667	p8.R	p8.R	NA
SRS282676	2011-12-16T09:37:03.580	2012-11-01T17:30:36.833	2014-03-06T14:48:09.929	Hela_hnRNPU_RNAseq_control	GSM850172	source_name:HeLa cells;cell line:HeLa;transfection:Control
SRS282677	2011-12-16T09:37:03.597	2012-11-01T17:30:36.867	2014-03-06T14:48:09.967	Hela_hnRNPU_RNAseq_knockdown	GSM850173	source_name:HeLa cells;cell line:HeLa;transfection:hnRNP U knockdown
SRS282678	2011-12-16T09:42:03.990	2011-12-16T09:42:08.040	2014-09-09T01:24:15.937	RIKEN_Cage_HUVEC_cytosol_longPolyA	NA	source_name:HUVEC;biomaterial_provider:Lonza;datatype:Cage;datatype description:CAGE 5' RNA Tags;rnaextract:longPolyA;rnaextract description:Poly(A)+ RNA longer than 200 nt;biorep:029C,030C,029C,030C;labexpid:K03,K04,K03,K04;labversion:IDR;replicate:3,4;cell lineage:mesoderm;cell sex:U;localization:cytosol;localization description:The fluid between the cells outer membrane and the nucleus;rnaextract:longPolyA;rnaextract description:Poly(A)+ RNA longer than 200 nt;biorep:029C;labexpid:K03;replicate:3;replicate description:tier 3
SRS282679	2011-12-16T09:42:04.023	2011-12-16T09:42:08.040	2014-09-09T01:24:16.463	RIKEN_Cage_HUVEC_nucleus_longPolyA	NA	source_name:HUVEC;biomaterial_provider:Lonza;datatype:Cage;datatype description:CAGE 5' RNA Tags;rnaextract:longPolyA;rnaextract description:Poly(A)+ RNA longer than 200 nt;biorep:030N,029N,030N,029N;labexpid:K05,K06,K05,K06;labversion:IDR;replicate:3,4;cell lineage:mesoderm;cell sex:U;localization:nucleus;localization description:Large membrane bound part of cell containing chromosomes and the bulk of the cell's DNA;rnaextract:longPolyA;rnaextract description:Poly(A)+ RNA longer than 200 nt;biorep:029N;labexpid:K05;replicate:3;replicate description:tier 3
SRS282680	2011-12-16T09:42:04.053	2011-12-16T09:42:08.040	2014-09-09T01:24:16.810	RIKEN_Cage_H1-hESC_nucleus_longPolyA	NA	source_name:H1-hESC;biomaterial_provider:WiCell Research Institute;datatype:Cage;datatype description:CAGE 5' RNA Tags;rnaextract:longPolyA;rnaextract description:Poly(A)+ RNA longer than 200 nt;biorep:006N;labexpid:J95;readtype:1x36;readtype description:Single 36 nt reads;cell lineage:inner cell mass;cell sex:M;localization:nucleus;localization description:Large membrane bound part of cell containing chromosomes and the bulk of the cell's DNA;rnaextract:longPolyA;rnaextract description:Poly(A)+ RNA longer than 200 nt;biorep:006N;labexpid:J95;replicate:2;replicate description:tier 2
SRS282681	2011-12-16T09:42:04.090	2011-12-16T09:42:08.040	2014-09-09T01:24:17.130	RIKEN_Cage_HUVEC_cell_longPolyA	NA	source_name:HUVEC;biomaterial_provider:Lonza;datatype:Cage;datatype description:CAGE 5' RNA Tags;rnaextract:longPolyA;rnaextract description:Poly(A)+ RNA longer than 200 nt;biorep:009WC,010WC,009WC,010WC;labexpid:J78,J79,J78,J79;labversion:IDR;replicate:1,2;cell lineage:mesoderm;cell sex:U;localization:cell;localization description:Whole cell;rnaextract:longPolyA;rnaextract description:Poly(A)+ RNA longer than 200 nt;biorep:009WC;labexpid:J78;replicate:1;replicate description:tier 1
SRS282682	2011-12-16T09:42:04.120	2011-12-16T09:42:08.040	2014-09-09T01:24:17.427	RIKEN_Cage_BJ_cell_longPolyA	NA	source_name:BJ;biomaterial_provider:ATCC;datatype:Cage;datatype description:CAGE 5' RNA Tags;cell description:skin fibroblast, "The line was established from skin taken from normal foreskin." - ATCC. (PMID: 9916803);rnaextract:longPolyA;rnaextract description:Poly(A)+ RNA longer than 200 nt;biorep:037WC,038WC,037WC,038WC;labexpid:K19,K18,K18,K19;labversion:IDR;replicate:1,2;localization:cell;localization description:Whole cell;rnaextract:longPolyA;rnaextract description:Poly(A)+ RNA longer than 200 nt;biorep:037WC;labexpid:K18;replicate:1;replicate description:tier 1
SRS282684	2011-12-16T09:42:04.183	2011-12-16T09:42:08.040	2014-09-09T01:24:17.707	RIKEN_Cage_HeLa-S3_cytosol_longPolyA	NA	source_name:HeLa-S3;biomaterial_provider:ATCC;datatype:Cage;datatype description:CAGE 5' RNA Tags;rnaextract:longPolyA;rnaextract description:Poly(A)+ RNA longer than 200 nt;biorep:011C,012C,011C,012C;labexpid:J88,J87,J88,J87;labversion:IDR;replicate:1,2;cell lineage:ectoderm;cell sex:F;localization:cytosol;localization description:The fluid between the cells outer membrane and the nucleus;rnaextract:longPolyA;rnaextract description:Poly(A)+ RNA longer than 200 nt;biorep:011C;labexpid:J87;replicate:1;replicate description:tier 1
SRS282685	2011-12-16T09:42:04.220	2011-12-16T09:42:08.040	2014-09-09T01:24:17.980	RIKEN_Cage_HeLa-S3_nucleus_longPolyA	NA	source_name:HeLa-S3;biomaterial_provider:ATCC;datatype:Cage;datatype description:CAGE 5' RNA Tags;rnaextract:longPolyA;rnaextract description:Poly(A)+ RNA longer than 200 nt;biorep:011N,012N,012N,011N;labexpid:J96,J97,J96,J97;labversion:IDR;replicate:1,2;cell lineage:ectoderm;cell sex:F;localization:nucleus;localization description:Large membrane bound part of cell containing chromosomes and the bulk of the cell's DNA;rnaextract:longPolyA;rnaextract description:Poly(A)+ RNA longer than 200 nt;biorep:011N;labexpid:J96;replicate:1;replicate description:tier 1
SRS282686	2011-12-16T09:42:04.250	2011-12-16T09:42:08.040	2014-09-09T01:24:18.420	RIKEN_Cage_K562_nucleolus_total	NA	source_name:K562;biomaterial_provider:ATCC;datatype:Cage;datatype description:CAGE 5' RNA Tags;rnaextract:total;rnaextract description:Total RNA extract (longer than 200 nt);biorep:gen0144NL;labexpid:I33;cell description:leukemia, "The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises." - ATCC;cell karyotype:cancer;cell lineage:mesoderm;cell sex:F;localization:nucleolus;localization description:The part of the nucleus where ribosomal RNA is actively transcribed;rnaextract:total;rnaextract description:Total RNA extract (longer than 200 nt);biorep:gen0144NL;labexpid:I33
SRS282687	2011-12-16T09:42:04.283	2011-12-16T09:42:08.040	2014-09-09T01:24:18.863	RIKEN_Cage_K562_chromatin_total	NA	source_name:K562;biomaterial_provider:ATCC;datatype:Cage;datatype description:CAGE 5' RNA Tags;rnaextract:total;rnaextract description:Total RNA extract (longer than 200 nt);biorep:gen0134CH;labexpid:I35;labversion:bedtools v2.7.1;cell karyotype:cancer;cell lineage:mesoderm;cell sex:F;localization:chromatin;localization description:Nuclear DNA and associated proteins;rnaextract:total;rnaextract description:Total RNA extract (longer than 200 nt);biorep:gen0134CH;labexpid:I35;labversion:Delve version 0.9
SRS282688	2011-12-16T09:42:04.313	2011-12-16T09:42:08.040	2014-09-09T01:29:14.593	RIKEN_Cage_HepG2_nucleus_longPolyA	NA	source_name:HepG2;biomaterial_provider:ATCC;datatype:Cage;datatype description:CAGE 5' RNA Tags;cell description:hepatocellular carcinoma;rnaextract:longPolyA;rnaextract description:Poly(A)+ RNA longer than 200 nt;biorep:013N,013N,014N,014N;labexpid:J98,J99,J98,J99;labversion:IDR;replicate:1,2;cell sex:M;localization:nucleus;localization description:Large membrane bound part of cell containing chromosomes and the bulk of the cell's DNA;rnaextract:longPolyA;rnaextract description:Poly(A)+ RNA longer than 200 nt;biorep:013N;labexpid:J98;replicate:1;replicate description:tier 1
SRS282689	2011-12-16T09:42:04.347	2011-12-16T09:42:08.040	2014-09-09T01:29:14.980	RIKEN_Cage_HepG2_cell_longPolyA	NA	source_name:HepG2;biomaterial_provider:ATCC;datatype:Cage;datatype description:CAGE 5' RNA Tags;cell description:hepatocellular carcinoma;rnaextract:longPolyA;rnaextract description:Poly(A)+ RNA longer than 200 nt;biorep:014WC,013WC,013WC,014WC;labexpid:K01,K02,K01,K02;labversion:IDR;replicate:1,2;cell sex:M;localization:cell;localization description:Whole cell;rnaextract:longPolyA;rnaextract description:Poly(A)+ RNA longer than 200 nt;biorep:013WC;labexpid:K01;replicate:1;replicate description:tier 1
SRS282692	2011-12-16T09:42:04.440	2011-12-16T09:42:08.040	2014-09-09T01:29:16.023	RIKEN_Cage_K562_nucleus_longPolyA	NA	source_name:K562;biomaterial_provider:ATCC;datatype:Cage;datatype description:CAGE 5' RNA Tags;rnaextract:longPolyA;rnaextract description:Poly(A)+ RNA longer than 200 nt;biorep:001N,002N,001N,002N;labexpid:J91,J92,J92,J91;labversion:IDR;replicate:1,2;cell lineage:mesoderm;cell sex:F;localization:nucleus;localization description:Large membrane bound part of cell containing chromosomes and the bulk of the cell's DNA;rnaextract:longPolyA;rnaextract description:Poly(A)+ RNA longer than 200 nt;biorep:001N;labexpid:J91;replicate:1;replicate description:tier 1
SRS282693	2011-12-16T09:42:04.470	2011-12-16T09:42:08.040	2014-09-09T01:16:14.280	RIKEN_Cage_K562_cytosol_longPolyA	NA	source_name:K562;biomaterial_provider:ATCC;datatype:Cage;datatype description:CAGE 5' RNA Tags;rnaextract:longPolyA;rnaextract description:Poly(A)+ RNA longer than 200 nt;biorep:001C,002C,001C,gen0137C,002C;labexpid:J83,J82,J82,J83,I40;labversion:bedtools v2.7.1,IDR;replicate:1,2;cell lineage:mesoderm;cell sex:F;localization:cytosol;localization description:The fluid between the cells outer membrane and the nucleus;rnaextract:longPolyA;rnaextract description:Poly(A)+ RNA longer than 200 nt;biorep:gen0137C;labexpid:I40;labversion:Delve version 0.9
SRS282694	2011-12-16T09:42:04.500	2011-12-16T09:42:08.040	2014-09-09T01:16:14.753	RIKEN_Cage_K562_nucleoplasm_total	NA	source_name:K562;biomaterial_provider:ATCC;datatype:Cage;datatype description:CAGE 5' RNA Tags;rnaextract:total;rnaextract description:Total RNA extract (longer than 200 nt);biorep:gen0147NP;labexpid:I34;labversion:bedtools v2.7.1;cell karyotype:cancer;cell lineage:mesoderm;cell sex:F;localization:nucleoplasm;localization description:That part of the nuclear content other than the chromosomes or the nucleolus;rnaextract:total;rnaextract description:Total RNA extract (longer than 200 nt);biorep:gen0147NP;labexpid:I34;labversion:Delve version 0.9
SRS282695	2011-12-16T09:42:04.530	2011-12-16T09:42:08.040	2014-09-09T01:16:15.183	RIKEN_Cage_GM12878_nucleus_longNonPolyA	NA	source_name:GM12878;biomaterial_provider:Coriell;datatype:Cage;datatype description:CAGE 5' RNA Tags;cell description:B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus;rnaextract:longNonPolyA;rnaextract description:Poly(A)- RNA longer than 200 nt;biorep:gen0110N;labexpid:J59;cell karyotype:normal;cell lineage:mesoderm;cell sex:F;localization:nucleus;localization description:Large membrane bound part of cell containing chromosomes and the bulk of the cell's DNA;rnaextract:longNonPolyA;rnaextract description:Poly(A)- RNA longer than 200 nt;biorep:gen0110N;labexpid:J59
SRS282696	2011-12-16T09:42:04.563	2011-12-16T09:42:08.040	2014-09-09T01:16:15.670	RIKEN_Cage_HeLa-S3_cell_longPolyA	NA	source_name:HeLa-S3;biomaterial_provider:ATCC;datatype:Cage;datatype description:CAGE 5' RNA Tags;rnaextract:longPolyA;rnaextract description:Poly(A)+ RNA longer than 200 nt;biorep:011WC,012WC,012WC,011WC;labexpid:J81,J80,J80,J81;labversion:IDR;replicate:1,2;cell lineage:ectoderm;cell sex:F;localization:cell;localization description:Whole cell;rnaextract:longPolyA;rnaextract description:Poly(A)+ RNA longer than 200 nt;biorep:011WC;labexpid:J80;replicate:1;replicate description:tier 1
SRS282697	2011-12-16T09:42:04.593	2011-12-16T09:42:08.040	2014-09-09T01:16:16.047	RIKEN_Cage_HepG2_cytosol_longPolyA	NA	source_name:HepG2;biomaterial_provider:ATCC;datatype:Cage;datatype description:CAGE 5' RNA Tags;cell description:hepatocellular carcinoma;rnaextract:longPolyA;rnaextract description:Poly(A)+ RNA longer than 200 nt;biorep:014C,013C,014C,013C;labexpid:J89,J89,J90,J90;labversion:IDR;replicate:1,2;cell sex:M;localization:cytosol;localization description:The fluid between the cells outer membrane and the nucleus;rnaextract:longPolyA;rnaextract description:Poly(A)+ RNA longer than 200 nt;biorep:013C;labexpid:J89;replicate:1;replicate description:tier 1
SRS282698	2011-12-16T09:42:04.623	2011-12-16T09:42:08.040	2014-09-09T01:16:16.303	RIKEN_Cage_HepG2_nucleolus_total	NA	source_name:HepG2;biomaterial_provider:ATCC;datatype:Cage;datatype description:CAGE 5' RNA Tags;cell description:hepatocellular carcinoma;rnaextract:total;rnaextract description:Total RNA extract (longer than 200 nt);biorep:gen0127NL;labexpid:I68;cell karyotype:cancer;cell lineage:endoderm;cell sex:M;localization:nucleolus;localization description:The part of the nucleus where ribosomal RNA is actively transcribed;rnaextract:total;rnaextract description:Total RNA extract (longer than 200 nt);biorep:gen0127NL;labexpid:I68
SRS282699	2011-12-16T09:42:04.653	2011-12-16T09:42:08.040	2014-09-09T01:20:14.957	RIKEN_Cage_HepG2_nucleus_longNonPolyA	NA	source_name:HepG2;biomaterial_provider:ATCC;datatype:Cage;datatype description:CAGE 5' RNA Tags;cell description:hepatocellular carcinoma;rnaextract:longNonPolyA;rnaextract description:Poly(A)- RNA longer than 200 nt;biorep:gen0128N;labexpid:I44;labversion:bedtools v2.7.1;cell lineage:endoderm;cell sex:M;localization:nucleus;localization description:Large membrane bound part of cell containing chromosomes and the bulk of the cell's DNA;rnaextract:longNonPolyA;rnaextract description:Poly(A)- RNA longer than 200 nt;biorep:gen0128N;labexpid:I44;labversion:Delve version 0.9
